Code,Family,Speaker,Vitality,Country,Digital Language Support
tmw,Austronesian,,Endangered,Malaysia,Still
tmy,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
tmz,Cariban,,Extinct,Venezuela,Still
tna,Tacanan,Less than 10K,Endangered,Bolivia,Still
tnb,Chibchan,Less than 10K,Stable,Colombia,Still
tnc,Tucanoan,Less than 10K,Endangered,Colombia,Emerging
tnd,Chibchan,,Endangered,Colombia,Still
tng,Afro-Asiatic,10K to 1M,Stable,Chad,Emerging
tnh,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
tni,Austronesian,,Endangered,Indonesia,Still
tnk,Austronesian,Less than 10K,Stable,Vanuatu,Still
tnl,Austronesian,10K to 1M,Stable,Vanuatu,Still
tnm,East Bird’s Head-Sentani,Less than 10K,Endangered,Indonesia,Still
tnn,Austronesian,Less than 10K,Stable,Vanuatu,Still
tno,Tacanan,,Endangered,Bolivia,Still
tnp,Austronesian,Less than 10K,Endangered,Vanuatu,Still
tnq,Maipurean,,Endangered,Puerto Rico,Still
tnr,Niger-Congo,Less than 10K,Stable,Senegal,Still
tns,Austronesian,,Endangered,Papua New Guinea,Still
tnt,Austronesian,10K to 1M,Endangered,Indonesia,Still
tnu,Kra-Dai,Less than 10K,Endangered,Laos,Still
tnv,Indo-European,10K to 1M,Stable,Bangladesh,Still
tnw,Austronesian,10K to 1M,Endangered,Indonesia,Still
tnx,Austronesian,,Endangered,Solomon Islands,Still
tny,Niger-Congo,10K to 1M,Endangered,Tanzania,Still
tnz,Austro-Asiatic,Less than 10K,Stable,Thailand,Still
tob,Guaykuruan,10K to 1M,Endangered,Argentina,Still
toc,Totonacan,10K to 1M,Stable,Mexico,Still
tod,Niger-Congo,10K to 1M,Stable,Guinea,Still
tof,Eastern Trans-Fly,Less than 10K,Institutional,Papua New Guinea,Still
tog,Niger-Congo,10K to 1M,Stable,Malawi,Emerging
toh,Niger-Congo,10K to 1M,Stable,Mozambique,Still
toi,Niger-Congo,1M to 1B,Institutional,Zambia,Still
toj,Mayan,10K to 1M,Stable,Mexico,Still
tol,Eyak-Athabaskan,,Endangered,United States,Still
tom,Austronesian,10K to 1M,Endangered,Indonesia,Still
ton,Austronesian,10K to 1M,Institutional,Tonga,Emerging
too,Totonacan,Less than 10K,Endangered,Mexico,Still
top,Totonacan,10K to 1M,Stable,Mexico,Still
toq,Nilo-Saharan,10K to 1M,Stable,South Sudan,Still
tor,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
tos,Totonacan,10K to 1M,Stable,Mexico,Still
tou,Austro-Asiatic,10K to 1M,Stable,Viet Nam,Still
tov,Indo-European,,Endangered,Iran,Still
tow,Kiowa-Tanoan,Less than 10K,Endangered,United States,Still
tox,Austronesian,Less than 10K,Endangered,Palau,Still
toy,Austronesian,Less than 10K,Endangered,Indonesia,Still
toz,Niger-Congo,,Endangered,Cameroon,Emerging
tpa,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
tpc,Otomanguean,Less than 10K,Endangered,Mexico,Still
tpe,Sino-Tibetan,10K to 1M,Institutional,Bangladesh,Still
tpf,Austronesian,Less than 10K,Endangered,Indonesia,Still
tpg,Trans-New Guinea,Less than 10K,Stable,Indonesia,Still
tpi,Creole,1M to 1B,Institutional,Papua New Guinea,Ascending
tpj,Tupian,Less than 10K,Endangered,Paraguay,Still
tpk,Tupian,,Endangered,Brazil,Still
tpl,Otomanguean,Less than 10K,Stable,Mexico,Still
tpm,Niger-Congo,10K to 1M,Stable,Ghana,Still
tpn,Tupian,,Extinct,Brazil,Still
tpo,Kra-Dai,10K to 1M,Stable,Laos,Still
tpp,Totonacan,Less than 10K,Stable,Mexico,Still
tpq,Sino-Tibetan,Less than 10K,Endangered,India,Still
tpr,Tupian,Less than 10K,Endangered,Brazil,Still
tpt,Totonacan,Less than 10K,Endangered,Mexico,Still
tpu,Austro-Asiatic,10K to 1M,Stable,Cambodia,Still
tpv,Austronesian,,Endangered,Northern Mariana Islands,Still
tpx,Otomanguean,10K to 1M,Stable,Mexico,Still
tpy,Language isolate,,Endangered,Brazil,Still
tpz,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
tqb,Tupian,,Endangered,Brazil,Still
tql,Austronesian,Less than 10K,Endangered,Vanuatu,Still
tqm,Trans-New Guinea,,Endangered,Papua New Guinea,Still
tqn,Sahaptian,,Endangered,United States,Still
tqo,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
tqp,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
tqq,Afro-Asiatic,10K to 1M,Endangered,Somalia,Still
tqr,Niger-Congo,,Endangered,Sudan,Still
tqt,Totonacan,Less than 10K,Endangered,Mexico,Still
tqu,Central Solomons,Less than 10K,Stable,Solomon Islands,Still
tqw,Language isolate,,Endangered,United States,Still
tra,Indo-European,,Endangered,Afghanistan,Still
trb,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
trc,Otomanguean,10K to 1M,Stable,Mexico,Still
trd,Austro-Asiatic,Less than 10K,Endangered,India,Still
tre,Austronesian,Less than 10K,Stable,Indonesia,Still
trf,Creole,10K to 1M,Stable,Trinidad and Tobago,Emerging
trg,Afro-Asiatic,Less than 10K,Endangered,Israel,Still
trh,Trans-New Guinea,,Endangered,Papua New Guinea,Still
tri,Cariban,Less than 10K,Stable,Suriname,Still
trj,Afro-Asiatic,Less than 10K,Endangered,Chad,Emerging
trl,Unclassified,Less than 10K,Endangered,United Kingdom,Still
trm,Indo-European,Less than 10K,Stable,Afghanistan,Still
trn,Maipurean,Less than 10K,Endangered,Bolivia,Still
tro,Sino-Tibetan,Less than 10K,Stable,India,Still
trp,Sino-Tibetan,1M to 1B,Institutional,India,Still
trq,Otomanguean,Less than 10K,Endangered,Mexico,Still
trr,Language isolate,,Endangered,Peru,Still
trs,Otomanguean,Less than 10K,Stable,Mexico,Still
trt,East Geelvink Bay,Less than 10K,Endangered,Indonesia,Still
tru,Afro-Asiatic,10K to 1M,Endangered,Turkey,Emerging
trv,Austronesian,Less than 10K,Endangered,China—Taiwan,Emerging
trw,Indo-European,10K to 1M,Endangered,Pakistan,Still
trx,Austronesian,Less than 10K,Endangered,Malaysia,Still
try,Sino-Tibetan,Less than 10K,Endangered,India,Still
trz,Chapacuran,,Endangered,Brazil,Still
tsa,Niger-Congo,10K to 1M,Stable,Congo,Still
tsb,Afro-Asiatic,10K to 1M,Stable,Ethiopia,Still
tsc,Niger-Congo,1M to 1B,Stable,Mozambique,Still
tsd,Indo-European,Less than 10K,Endangered,Greece,Emerging
tse,Sign language,10K to 1M,Stable,Tunisia,Still
tsg,Austronesian,10K to 1M,Institutional,Philippines,Still
tsh,Afro-Asiatic,Less than 10K,Endangered,Cameroon,Emerging
tsi,Tsimshian,,Endangered,Canada,Emerging
tsk,Sino-Tibetan,10K to 1M,Endangered,China,Still
tsl,Kra-Dai,10K to 1M,Stable,Viet Nam,Still
tsm,Sign language,10K to 1M,Stable,Turkey,Still
tsn,Niger-Congo,1M to 1B,Institutional,Botswana,Ascending
tso,Niger-Congo,1M to 1B,Institutional,South Africa,Ascending
tsp,Niger-Congo,10K to 1M,Stable,Burkina Faso,Still
tsq,Sign language,10K to 1M,Stable,Thailand,Still
tsr,Austronesian,Less than 10K,Stable,Vanuatu,Still
tss,Sign language,10K to 1M,Endangered,China—Taiwan,Still
tst,Nilo-Saharan,Less than 10K,Stable,Mali,Still
tsu,Austronesian,Less than 10K,Endangered,China—Taiwan,Still
tsv,Niger-Congo,Less than 10K,Stable,Gabon,Still
tsw,Niger-Congo,10K to 1M,Stable,Nigeria,Still
tsx,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
tsy,Sign language,Less than 10K,Stable,Mali,Still
tsz,Tarascan,10K to 1M,Stable,Mexico,Still
tta,Siouan-Catawban,,Extinct,Canada,Still
ttb,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ttc,Mayan,Less than 10K,Endangered,Guatemala,Still
ttd,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
tte,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
ttf,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
ttg,Austronesian,10K to 1M,Endangered,Brunei,Still
tth,Austro-Asiatic,10K to 1M,Stable,Laos,Still
tti,Austronesian,Less than 10K,Endangered,Indonesia,Still
ttj,Niger-Congo,10K to 1M,Institutional,Uganda,Still
ttk,Paezan,,Endangered,Colombia,Still
ttl,Niger-Congo,Less than 10K,Endangered,Zambia,Still
ttm,Eyak-Athabaskan,Less than 10K,Endangered,Canada,Still
ttn,Pauwasi,Less than 10K,Endangered,Indonesia,Still
tto,Austro-Asiatic,10K to 1M,Stable,Laos,Still
ttp,Austronesian,Less than 10K,Endangered,Indonesia,Still
ttq,Afro-Asiatic,1M to 1B,Stable,Niger,Emerging
tts,Kra-Dai,1M to 1B,Stable,Thailand,Still
ttt,Indo-European,10K to 1M,Endangered,Azerbaijan,Emerging
ttu,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
ttv,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
ttw,Austronesian,Less than 10K,Endangered,Malaysia,Still
tty,Lakes Plain,Less than 10K,Stable,Indonesia,Still
ttz,Sino-Tibetan,Less than 10K,Stable,Nepal,Still
tua,Torricelli,Less than 10K,Endangered,Papua New Guinea,Still
tub,Uto-Aztecan,,Endangered,United States,Still
tuc,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
tud,Language isolate,,Endangered,Brazil,Still
tue,Tucanoan,Less than 10K,Endangered,Colombia,Emerging
tuf,Chibchan,Less than 10K,Stable,Colombia,Still
tug,Niger-Congo,Less than 10K,Endangered,Chad,Emerging
tuh,East New Britain,Less than 10K,Endangered,Papua New Guinea,Still
tui,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
tuj,West Papuan,Less than 10K,Endangered,Indonesia,Still
tuk,Turkic,1M to 1B,Institutional,Turkmenistan,Ascending
tul,Niger-Congo,10K to 1M,Stable,Nigeria,Still
tum,Niger-Congo,1M to 1B,Stable,Malawi,Emerging
tun,Language isolate,,Endangered,United States,Still
tuo,Tucanoan,10K to 1M,Institutional,Brazil,Emerging
tuq,Nilo-Saharan,10K to 1M,Stable,Chad,Emerging
tur,Turkic,1M to 1B,Institutional,Turkey,Thriving
tus,Iroquoian,,Endangered,United States,Emerging
tuu,Eyak-Athabaskan,,Endangered,United States,Still
tuv,Nilo-Saharan,1M to 1B,Stable,Kenya,Still
tux,Panoan,,Extinct,Brazil,Still
tuy,Nilo-Saharan,10K to 1M,Stable,Kenya,Still
tuz,Niger-Congo,10K to 1M,Stable,Burkina Faso,Still
tva,Austronesian,Less than 10K,Stable,Solomon Islands,Still
tvd,Niger-Congo,10K to 1M,Stable,Nigeria,Emerging
tve,Austronesian,,Extinct,Indonesia,Still
tvi,Afro-Asiatic,,Endangered,Nigeria,
tvk,Austronesian,Less than 10K,Stable,Vanuatu,Still
tvl,Austronesian,10K to 1M,Institutional,Tuvalu,Emerging
tvm,Austronesian,Less than 10K,Stable,Indonesia,Still
tvn,Sino-Tibetan,10K to 1M,Stable,Myanmar,Still
tvo,West Papuan,10K to 1M,Stable,Indonesia,Still
tvs,Niger-Congo,10K to 1M,Stable,Kenya,Still
tvt,Sino-Tibetan,10K to 1M,Stable,India,Still
tvu,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
tvw,Austronesian,Less than 10K,Stable,Indonesia,Still
tvx,Austronesian,,Endangered,China—Taiwan,
tvy,Creole,,Extinct,East Timor,Still
twa,Salish,,Endangered,United States,Still
twb,Austronesian,Less than 10K,Stable,Philippines,Still
twc,Afro-Asiatic,,Extinct,Nigeria,Still
twd,Indo-European,10K to 1M,Stable,Netherlands,Emerging
twe,Trans-New Guinea,Less than 10K,Stable,Indonesia,Still
twf,Kiowa-Tanoan,Less than 10K,Endangered,United States,Still
twg,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
twh,Kra-Dai,10K to 1M,Stable,Viet Nam,Still
twl,Niger-Congo,10K to 1M,Stable,Mozambique,Still
twm,Sino-Tibetan,10K to 1M,Stable,India,Still
twn,Niger-Congo,,Endangered,Cameroon,Emerging
two,Niger-Congo,Less than 10K,Stable,Botswana,Still
twp,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
twq,Nilo-Saharan,10K to 1M,Stable,Niger,Emerging
twr,Uto-Aztecan,Less than 10K,Endangered,Mexico,Still
twt,Tupian,,Endangered,Brazil,Still
twu,Austronesian,10K to 1M,Stable,Indonesia,Still
tww,Sepik,Less than 10K,Endangered,Papua New Guinea,Still
twx,Niger-Congo,10K to 1M,Stable,Mozambique,Still
twy,Austronesian,10K to 1M,Stable,Indonesia,Still
txa,Austronesian,,Endangered,Malaysia,Still
txc,Eyak-Athabaskan,,Endangered,Canada,Still
txe,Austronesian,10K to 1M,Endangered,Indonesia,Still
txi,Cariban,Less than 10K,Stable,Brazil,Still
txj,Nilo-Saharan,,Endangered,Nigeria,Still
txm,Austronesian,10K to 1M,Endangered,Indonesia,Still
txn,Austronesian,Less than 10K,Stable,Indonesia,Still
txo,Sino-Tibetan,Less than 10K,Endangered,India,Still
txq,Austronesian,10K to 1M,Stable,Indonesia,Still
txs,Austronesian,Less than 10K,Endangered,Indonesia,Still
txt,Trans-New Guinea,Less than 10K,Stable,Indonesia,Still
txu,Jean,Less than 10K,Stable,Brazil,Still
txx,Austronesian,10K to 1M,Endangered,Malaysia,Still
txy,Austronesian,10K to 1M,Stable,Madagascar,Still
tya,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
tye,Niger-Congo,10K to 1M,Endangered,Nigeria,Still
tyh,Austro-Asiatic,Less than 10K,Endangered,Viet Nam,Still
tyi,Niger-Congo,10K to 1M,Endangered,Congo,Still
tyj,Kra-Dai,Less than 10K,Stable,Viet Nam,Still
tyl,Kra-Dai,Less than 10K,Endangered,Viet Nam,Still
tyn,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
typ,Australian,,Endangered,Australia,Still
tyr,Kra-Dai,10K to 1M,Stable,Viet Nam,Still
tys,Kra-Dai,Less than 10K,Endangered,Viet Nam,Still
tyt,Kra-Dai,,Stable,Viet Nam,Still
tyu,Khoe-Kwadi,Less than 10K,Endangered,Botswana,Still
tyx,Niger-Congo,10K to 1M,Stable,Congo,Still
tyy,Niger-Congo,Less than 10K,Stable,Nigeria,
tyz,Kra-Dai,1M to 1B,Endangered,Viet Nam,Still
tza,Sign language,10K to 1M,Stable,Tanzania,Still
tzh,Mayan,10K to 1M,Stable,Mexico,Still
tzj,Mayan,10K to 1M,Stable,Guatemala,Still
tzm,Afro-Asiatic,1M to 1B,Endangered,Morocco,Emerging
tzn,Austronesian,Less than 10K,Stable,Indonesia,Still
tzo,Mayan,10K to 1M,Endangered,Mexico,Still
tzx,Ramu-Lower Sepik,Less than 10K,Stable,Papua New Guinea,Still
uam,Language isolate,,Endangered,Brazil,Still
uan,Kra-Dai,Less than 10K,Endangered,Laos,Still
uar,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
uba,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ubi,Afro-Asiatic,Less than 10K,Endangered,Chad,Emerging
ubl,Austronesian,10K to 1M,Stable,Philippines,Still
ubr,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
ubu,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
uby,Abkhaz-Adyghe,,Extinct,Turkey,Still
uda,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ude,Tungusic,Less than 10K,Endangered,Russian Federation,Still
udg,Dravidian,Less than 10K,Stable,India,Still
udi,Nakh-Daghestanian,Less than 10K,Endangered,Azerbaijan,Still
udj,Austronesian,Less than 10K,Endangered,Indonesia,Still
udl,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
udm,Uralic,10K to 1M,Endangered,Russian Federation,Emerging
udu,Nilo-Saharan,,Stable,Sudan,Still
ues,Austronesian,Less than 10K,Endangered,Indonesia,Still
ufi,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
ugb,Australian,,Extinct,Australia,Still
uge,Austronesian,Less than 10K,Stable,Solomon Islands,Still
ugh,Nakh-Daghestanian,Less than 10K,Stable,Russian Federation,
ugn,Sign language,10K to 1M,Stable,Uganda,Still
ugo,Sino-Tibetan,Less than 10K,Endangered,Thailand,Still
ugy,Sign language,Less than 10K,Stable,Uruguay,Still
uha,Niger-Congo,10K to 1M,Stable,Nigeria,Still
uhn,Trans-New Guinea,10K to 1M,Endangered,Indonesia,Still
uig,Turkic,1M to 1B,Institutional,China,Ascending
uis,South Bougainville,Less than 10K,Institutional,Papua New Guinea,Still
uiv,Niger-Congo,Less than 10K,Stable,Cameroon,Emerging
uji,Niger-Congo,Less than 10K,Stable,Nigeria,Still
uka,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
ukg,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
ukh,Niger-Congo,Less than 10K,Endangered,Central African Republic,Still
uki,Dravidian,10K to 1M,Stable,India,
ukk,Austro-Asiatic,Less than 10K,Stable,Myanmar,
ukl,Sign language,10K to 1M,Stable,Ukraine,Still
ukp,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ukq,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
ukr,Indo-European,1M to 1B,Institutional,Ukraine,Thriving
uks,Sign language,,Stable,Brazil,Still
uku,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ukv,Nilo-Saharan,10K to 1M,Endangered,Uganda,
ukw,Niger-Congo,10K to 1M,Stable,Nigeria,Still
uky,Australian,,Extinct,Australia,Still
ula,Niger-Congo,Less than 10K,Stable,Nigeria,Still
ulb,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ulc,Tungusic,Less than 10K,Endangered,Russian Federation,Still
ule,Unclassified,,Extinct,Argentina,Still
ulf,Unclassified,Less than 10K,Endangered,Indonesia,Still
uli,Austronesian,Less than 10K,Stable,Micronesia,Still
ulk,Eastern Trans-Fly,Less than 10K,Endangered,Australia,Still
ull,Dravidian,,Endangered,India,Still
ulm,Austronesian,10K to 1M,Endangered,Indonesia,Still
uln,Creole,Less than 10K,Endangered,Papua New Guinea,Still
ulu,Austronesian,Less than 10K,Endangered,Indonesia,Still
ulw,Misumalpan,Less than 10K,Endangered,Nicaragua,Still
uly,Afro-Asiatic,Less than 10K,Stable,Nigeria,
uma,Sahaptian,,Endangered,United States,Still
umb,Niger-Congo,1M to 1B,Institutional,Angola,Emerging
umd,Australian,,Extinct,Australia,Still
umi,Austronesian,Less than 10K,Endangered,Malaysia,Still
umm,Niger-Congo,10K to 1M,Stable,Nigeria,Still
umn,Sino-Tibetan,Less than 10K,Stable,Myanmar,Still
umo,Bororoan,,Endangered,Brazil,Still
ump,Australian,,Endangered,Australia,Still
umr,Australian,,Extinct,Australia,Still
ums,Austronesian,Less than 10K,Endangered,Indonesia,Still
umu,Algic,,Endangered,Canada,Still
una,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
une,Niger-Congo,10K to 1M,Endangered,Nigeria,Still
ung,Australian,,Endangered,Australia,Still
uni,Skou,Less than 10K,Stable,Papua New Guinea,
unk,Maipurean,Less than 10K,Stable,Brazil,Still
unm,Algic,,Endangered,United States,Still
unr,Austro-Asiatic,1M to 1B,Stable,India,Still
unu,Austronesian,,Endangered,Papua New Guinea,Still
unx,Austro-Asiatic,10K to 1M,Stable,India,Still
unz,Austronesian,10K to 1M,Stable,Indonesia,Still
uon,Austronesian,,Extinct,China—Taiwan,
upi,Border,Less than 10K,Stable,Papua New Guinea,Still
upv,Austronesian,Less than 10K,Stable,Vanuatu,Still
ura,Language isolate,Less than 10K,Stable,Peru,Still
urb,Tupian,Less than 10K,Stable,Brazil,Still
urc,Australian,,Extinct,Australia,Still
urd,Indo-European,1M to 1B,Institutional,Pakistan,Vital
ure,Chipaya-Uru,,Endangered,Bolivia,Still
urf,Australian,,Extinct,Australia,Still
urg,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
urh,Niger-Congo,1M to 1B,Stable,Nigeria,Still
uri,Torricelli,Less than 10K,Endangered,Papua New Guinea,Still
urk,Austronesian,Less than 10K,Endangered,Thailand,Still
url,Dravidian,,Endangered,India,Still
urm,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
urn,Austronesian,Less than 10K,Endangered,Indonesia,Still
uro,East New Britain,Less than 10K,Stable,Papua New Guinea,Still
urp,Tupian,Less than 10K,Stable,Brazil,Still
urr,Austronesian,Less than 10K,Stable,Vanuatu,Still
urt,Torricelli,Less than 10K,Endangered,Papua New Guinea,Still
uru,Tupian,,Extinct,Brazil,Still
urv,Austronesian,,Extinct,Papua New Guinea,Still
urw,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
urx,Torricelli,Less than 10K,Endangered,Papua New Guinea,Still
ury,Tor-Kwerba,Less than 10K,Endangered,Indonesia,Still
urz,Tupian,,Stable,Brazil,Still
usa,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
ush,Indo-European,Less than 10K,Endangered,Pakistan,Still
usi,Sino-Tibetan,10K to 1M,Stable,Bangladesh,Still
usk,Niger-Congo,10K to 1M,Endangered,Cameroon,Emerging
usp,Mayan,Less than 10K,Stable,Guatemala,Still
uss,Niger-Congo,10K to 1M,Stable,Nigeria,
usu,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
uta,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ute,Uto-Aztecan,Less than 10K,Endangered,United States,Still
uth,Niger-Congo,10K to 1M,Stable,Nigeria,
utp,Austronesian,Less than 10K,Stable,Solomon Islands,Still
utr,Niger-Congo,10K to 1M,Stable,Nigeria,Still
uum,Turkic,10K to 1M,Endangered,Georgia,Still
uur,Austronesian,,Extinct,Vanuatu,Still
uuu,Austro-Asiatic,10K to 1M,Endangered,China,Still
uve,Austronesian,Less than 10K,Endangered,New Caledonia,Still
uvh,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
uvl,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
uwa,Australian,,Extinct,Australia,Still
uya,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
uzn,Turkic,1M to 1B,Institutional,Uzbekistan,Vital
uzs,Turkic,1M to 1B,Institutional,Afghanistan,Still
vaa,Indo-European,Less than 10K,Endangered,India,Still
vae,Nilo-Saharan,Less than 10K,Stable,Central African Republic,Still
vaf,Indo-European,10K to 1M,Endangered,Iran,Still
vag,Niger-Congo,10K to 1M,Stable,Ghana,Still
vah,Indo-European,1M to 1B,Stable,India,Still
vai,Niger-Congo,10K to 1M,Stable,Liberia,Ascending
vaj,Kx’a,10K to 1M,Endangered,Angola,Still
val,Austronesian,,Endangered,Papua New Guinea,Still
vam,Skou,Less than 10K,Endangered,Papua New Guinea,Still
van,Torricelli,Less than 10K,Endangered,Papua New Guinea,Still
vao,Austronesian,Less than 10K,Stable,Vanuatu,Still
vap,Sino-Tibetan,10K to 1M,Stable,India,Still
var,Uto-Aztecan,Less than 10K,Stable,Mexico,Still
vas,Indo-European,10K to 1M,Stable,India,Still
vau,Niger-Congo,Less than 10K,Stable,Democratic Republic of the Congo,Still
vav,Indo-European,10K to 1M,Stable,India,Still
vay,Sino-Tibetan,Less than 10K,Endangered,Nepal,Still
vbb,Austronesian,Less than 10K,Stable,Indonesia,Still
vbk,Austronesian,Less than 10K,Endangered,Philippines,Still
vec,Indo-European,1M to 1B,Stable,Italy,Ascending
ved,Indo-European,,Endangered,Sri Lanka,Emerging
vel,Indo-European,10K to 1M,Stable,Netherlands,Emerging
vem,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
ven,Niger-Congo,1M to 1B,Institutional,South Africa,Ascending
veo,Chumashan,,Endangered,United States,Still
vep,Uralic,Less than 10K,Endangered,Russian Federation,Emerging
ver,Niger-Congo,10K to 1M,Stable,Nigeria,Still
vgr,Indo-European,Less than 10K,Stable,Pakistan,Still
vgt,Sign language,Less than 10K,Stable,Belgium,Still
vic,Creole,10K to 1M,Stable,U.S. Virgin Islands,Emerging
vid,Niger-Congo,10K to 1M,Stable,Tanzania,Still
vie,Austro-Asiatic,1M to 1B,Institutional,Viet Nam,Thriving
vif,Niger-Congo,10K to 1M,Stable,Congo,Still
vig,Niger-Congo,Less than 10K,Stable,Burkina Faso,Still
vil,Language isolate,,Extinct,Argentina,Still
vin,Niger-Congo,10K to 1M,Stable,Tanzania,Still
vis,Dravidian,Less than 10K,Endangered,India,Still
vit,Niger-Congo,,Stable,Nigeria,Still
viv,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
vjk,Indo-European,1M to 1B,Stable,India,
vka,Australian,,Endangered,Australia,Still
vkj,Unclassified,Less than 10K,Endangered,Chad,Emerging
vkk,Austronesian,10K to 1M,Stable,Indonesia,Still
vkl,Austronesian,10K to 1M,Stable,Indonesia,Still
vkm,Kamakanan,,Extinct,Brazil,Still
vkn,Niger-Congo,Less than 10K,Stable,Nigeria,
vko,Austronesian,Less than 10K,Endangered,Indonesia,Still
vkp,Creole,Less than 10K,Stable,India,Still
vkt,Austronesian,10K to 1M,Stable,Indonesia,Still
vku,Australian,,Endangered,Australia,Still
vkz,Niger-Congo,10K to 1M,Stable,Nigeria,
vlp,Austronesian,Less than 10K,Endangered,Vanuatu,Still
vls,Indo-European,1M to 1B,Endangered,Belgium,Emerging
vma,Australian,,Extinct,Australia,Still
vmb,Australian,,Extinct,Australia,Still
vmc,Otomanguean,10K to 1M,Stable,Mexico,Still
vmd,Dravidian,Less than 10K,Endangered,India,Still
vme,Austronesian,Less than 10K,Endangered,Indonesia,Still
vmf,Indo-European,,Stable,Germany,Emerging
vmg,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
vmh,Indo-European,,Endangered,Iran,Still
vmi,Australian,,Extinct,Australia,Still
vmj,Otomanguean,Less than 10K,Stable,Mexico,Still
vmk,Niger-Congo,10K to 1M,Stable,Mozambique,Still
vml,Australian,,Extinct,Australia,Still
vmm,Otomanguean,Less than 10K,Stable,Mexico,Still
vmp,Otomanguean,10K to 1M,Stable,Mexico,Still
vmq,Otomanguean,Less than 10K,Endangered,Mexico,Still
vmr,Niger-Congo,10K to 1M,Stable,Mozambique,Still
vms,Austronesian,,Extinct,Indonesia,Still
vmu,Australian,,Extinct,Australia,Still
vmv,Maiduan,,Extinct,United States,Still
vmw,Niger-Congo,1M to 1B,Stable,Mozambique,Still
vmx,Otomanguean,Less than 10K,Endangered,Mexico,Still
vmy,Otomanguean,Less than 10K,Stable,Mexico,Still
vmz,Otomanguean,10K to 1M,Stable,Mexico,Still
vnk,Austronesian,,Endangered,Solomon Islands,Still
vnm,Austronesian,Less than 10K,Endangered,Vanuatu,Still
vnp,Austronesian,Less than 10K,Endangered,Vanuatu,Still
vor,Niger-Congo,,Stable,Nigeria,Still
vot,Uralic,,Endangered,Russian Federation,Emerging
vra,Austronesian,Less than 10K,Stable,Vanuatu,Still
vro,Uralic,10K to 1M,Endangered,Estonia,Emerging
vrs,Austronesian,Less than 10K,Stable,Solomon Islands,Still
vrt,Austronesian,Less than 10K,Stable,Vanuatu,Still
vsi,Sign language,Less than 10K,Stable,Moldova,Still
vsl,Sign language,10K to 1M,Stable,Venezuela,Still
vsv,Sign language,Less than 10K,Endangered,Spain,Still
vto,Tor-Kwerba,Less than 10K,Endangered,Indonesia,Still
vum,Niger-Congo,Less than 10K,Endangered,Gabon,Still
vun,Niger-Congo,10K to 1M,Stable,Tanzania,Emerging
vut,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
vwa,Austro-Asiatic,10K to 1M,Endangered,China,Still
